INDEX	INTEGRATED QUALITY FLAG	FILENAME	LAB	GRANT	CELLTYPE	HGNC TARGET NAME	TARGET NAME	ENSEMBL TARGET ID	TREATMENT	PROTOCOL	NPEAKS IDR OPTIMAL (IDR 2%)	NPEAKS IDR OPTIMAL (IDR 2%) BLACKLIST FILTERED	NPEAKS IN BLACKLIST	BLACKLIST PERCENTAGE	NPEAKS (SPP FDR 1%)	NPEAKS (SPP FDR 0.1 %)	NPEAKS (SPP FDR 0.01 %)	NPEAKS RELAXED (SPP FDR 90%)	RESCUE-RATIO (Np' / Nt) (DISTINCT READS)	SELF CONS. RATIO (Ns1/Ns2) (DISTINCT READS)
257	1	wgEncodeSydhTfbsK562Gata1UcdAlnRep0	USC	Snyder	K562	GATA1	GATA-1	ENSG00000102145	None	std	4116	4074	42	1.020408163	16459	5877	0	300000		
258	1	wgEncodeSydhTfbsPbdeGata1UcdAlnRep0	USC	Snyder	PBDE	GATA1	GATA-1	ENSG00000102145	None	std	25052	25001	51	0.203576561	97364	65095	42253	300000		
259	0	wgEncodeSydhTfbsPbdefetalGata1UcdAlnRep0	USC	Snyder	PBDEFetal	GATA1	GATA-1	ENSG00000102145	None	std	2162	2157	5	0.231267345	773	0	0	300000		
260	1	wgEncodeUchicagoTfbsK562Egata2ControlAlnRep0	UChicago	White	K562	GATA2	eGFP-GATA2	ENSG00000179348	None	std	11497	11478	19	0.165260503	30938	16838	6220	300000		
261	1	wgEncodeSydhTfbsHuvecGata2UcdAlnRep0	USC	Snyder	HUVEC	GATA2	GATA-2	ENSG00000179348	None	std	27503	27454	49	0.178162382	40522	32754	27020	300000		
262	1	wgEncodeSydhTfbsK562Gata2UcdAlnRep0	USC	Snyder	K562	GATA2	GATA-2	ENSG00000179348	None	std	10683	10648	35	0.327623327	33501	15246	10323	300000		
263	1	wgEncodeSydhTfbsShsy5yGata2UcdAlnRep0	USC	Snyder	SH-SY5Y	GATA2	GATA-2	ENSG00000179348	None	std	35759	35620	139	0.388713331	46936	36214	26225	300000		
264	1	wgEncodeHaibTfbsK562Gata2sc267Pcr1xAlnRep0	HudsonAlpha	Myers	K562	GATA2	GATA2_(SC-267)	ENSG00000179348	None	PCR1x	19382	19322	60	0.309565576	49739	30500	22841	300000		
265	1	wgEncodeSydhTfbsMcf7Gata3UcdAlnRep0	USC	Snyder	MCF-7	GATA3	GATA3_(SC-268)	ENSG00000107485	None	std	6092	6081	11	0.180564675	626	0	0	300000		
266	1	wgEncodeHaibTfbsT47dGata3sc268V0416102Dm002p1hAlnRep0	HudsonAlpha	Myers	T-47D	GATA3	GATA3_(SC-268)	ENSG00000107485	DMSO_0.02pct	v041610.2	37226	37199	27	0.072529952	65244	48967	39609	300000		
267	1	wgEncodeSydhTfbsMcf7Gata3sc269UcdAlnRep0	USC	Snyder	MCF-7	GATA3	GATA3_(SC-269)	ENSG00000107485	None	std	12083	12077	6	0.049656542	6414	2697	0	300000		
268	1	wgEncodeSydhTfbsShsy5yGata3sc269sc269UcdAlnRep0	USC	Snyder	SH-SY5Y	GATA3	GATA3_(SC-269)	ENSG00000107485	None	std	15990	15879	111	0.694183865	14573	10108	5836	300000		
269	1	wgEncodeSydhTfbsK562Gtf2bStdAlnRep0	Harvard	Snyder	K562	GTF2B	GTF2B	ENSG00000137947	None	std	2934	2928	6	0.204498978	4034	1061	0	300000		
270	0	wgEncodeSydhTfbsHelas3Tf3c110StdAlnRep0	Harvard	Snyder	HeLa-S3	GTF3C2	TFIIIC-110	ENSG00000115207	None	std	2770	2616	154	5.559566787	540	0	0	300000		
271	0	wgEncodeSydhTfbsK562Tf3c110StdAlnRep0	Harvard	Snyder	K562	GTF3C2	TFIIIC-110	ENSG00000115207	None	std	1896	1858	38	2.004219409	60087	19844	9383	131838		
272	1	wgEncodeSydhTfbsH1hescGtf2f1IggrabAlnRep0	Stanford	Snyder	H1-hESC	GTF2F1	GTF2F1_(AB28179)	ENSG00000125651	None	std	3607	3548	59	1.635708345	83	0	0	65559		
273	1	wgEncodeSydhTfbsHelas3Gtf2f1ab28179IggrabAlnRep0	Stanford	Snyder	HeLa-S3	GTF2F1	GTF2F1_(AB28179)	ENSG00000125651	None	std	11786	11730	56	0.475139997	19322	0	0	300000		
274	0	wgEncodeSydhTfbsK562Gtf2f1ab28179IggrabAlnRep0	Stanford	Snyder	K562	GTF2F1	GTF2F1_(AB28179)	ENSG00000125651	None	std	3716	3621	95	2.556512379	2579	0	0	22626		
275	1	wgEncodeBroadHistoneK562Hdac1sc6298StdAlnRep0	Broad	Bernstein	K562	HDAC1	HDAC1_(SC-6298)	ENSG00000116478	None	std	11865	11833	32	0.269700801	13082	6763	5050	300000		
276	1	wgEncodeBroadHistoneK562Hdac2a300705aStdAlnRep0	Broad	Bernstein	K562	HDAC2	HDAC2_(A300-705A)	ENSG00000196591	None	std	5280	5247	33	0.625	6438	0	0	300000		
277	1	wgEncodeHaibTfbsH1hescHdac2sc6296V0416102AlnRep0	HudsonAlpha	Myers	H1-hESC	HDAC2	HDAC2_(SC-6296)	ENSG00000196591	None	v041610.2	5659	5644	15	0.265064499	42617	19085	6079	300000		
278	1	wgEncodeHaibTfbsHepg2Hdac2sc6296V0416101AlnRep0	HudsonAlpha	Myers	HepG2	HDAC2	HDAC2_(SC-6296)	ENSG00000196591	None	v041610.1	18876	18836	40	0.211909303	79702	46554	5913	300000		
279	1	wgEncodeHaibTfbsK562Hdac2sc6296V0416102AlnRep0	HudsonAlpha	Myers	K562	HDAC2	HDAC2_(SC-6296)	ENSG00000196591	None	v041610.2	6727	6672	55	0.817600714	108590	0	0	300000		
280	1	wgEncodeBroadHistoneK562Hdac6a301341aAlnRep0	Broad	Bernstein	K562	HDAC6	HDAC6_(A301-341A)	ENSG00000094631	None	std	1151	1114	37	3.214596003	505	0	0	300000		
281	0	wgEncodeUchicagoTfbsK562Ehdac8ControlAlnRep0	UChicago	White	K562	HDAC8	eGFP-HDAC8	ENSG00000147099	None	std	1732	1718	14	0.808314088	0	0	0	300000		
282	1	wgEncodeSydhTfbsK562Hmgn3StdAlnRep0	Harvard	Snyder	K562	HMGN3	HMGN3	ENSG00000118418	None	std	14601	14587	14	0.095883844	24733	15048	8377	300000		
283	1	wgEncodeSydhTfbsHepg2Hnf4aForsklnStdAlnRep0	Stanford	Snyder	HepG2	HNF4A	HNF4A	ENSG00000101076	forskolin	std	11135	11130	5	0.044903458	30501	20699	11679	300000		
284	1	wgEncodeHaibTfbsHepg2Hnf4asc8987V0416101AlnRep0	HudsonAlpha	Myers	HepG2	HNF4A	HNF4A_(SC-8987)	ENSG00000101076	None	v041610.1	20843	20805	38	0.182315406	228533	97161	59630	300000		
285	1	wgEncodeHaibTfbsHepg2Hnf4gsc6558V0416101AlnRep0	HudsonAlpha	Myers	HepG2	HNF4G	HNF4G_(SC-6558)	ENSG00000164749	None	v041610.1	20387	20384	3	0.01471526	30952	19712	11774	300000		
286	0	wgEncodeSydhTfbsHepg2Hsf1ForsklnStdAlnRep0	Stanford	Snyder	HepG2	HSF1	HSF1	ENSG00000185122	forskolin	std	1436	1435	1	0.069637883	3340	1018	0	188983		
287	1	wgEncodeSydhTfbsGm12878Ikzf1iknuclaStdAlnRep0	USC	Snyder	GM12878	IKZF1	IKZF1_(IkN)_(UCLA)	ENSG00000185811	None	std	9078	9047	31	0.341484909	1013	0	0	300000		
288	-1	wgEncodeUchicagoTfbsK562Ilf2Controlilf2AlnRep0	UChicago	White	K562	ILF2	eGFP-ILF2	ENSG00000143621	None	std	2	2	0	0	0	0	0	300000		
289	-1	wgEncodeUchicagoTfbsK562Nf90Controlnf90AlnRep0	UChicago	White	K562	ILF3	eGFP-NF90	ENSG00000129351	None	std	0	0	0	#DIV/0!	0	0	0	300000		
290	1	wgEncodeSydhTfbsK562Irf1Ifna30StdAlnRep0	Stanford	Snyder	K562	IRF1	IRF1	ENSG00000125347	IFNa30	std	1304	1299	5	0.383435583	447	0	0	1489		
291	1	wgEncodeSydhTfbsK562Irf1Ifna6hStdAlnRep0	Stanford	Snyder	K562	IRF1	IRF1	ENSG00000125347	IFNa6h	std	8354	8352	2	0.023940627	4487	1001	0	300000		
292	1	wgEncodeSydhTfbsK562Irf1Ifng30StdAlnRep0	Stanford	Snyder	K562	IRF1	IRF1	ENSG00000125347	IFNg30	std	10333	10323	10	0.096777315	4314	1557	0	300000		
293	1	wgEncodeSydhTfbsK562Irf1Ifng6hStdAlnRep0	Stanford	Snyder	K562	IRF1	IRF1	ENSG00000125347	IFNg6h	std	12585	12576	9	0.071513707	13588	9958	7197	300000		
294	-1	wgEncodeSydhTfbsGm12878Irf3IggmusAlnRep0	Stanford	Snyder	GM12878	IRF3	IRF3	ENSG00000126456	None	std	327	327	0	0	317	0	0	300000		
295	1	wgEncodeSydhTfbsHelas3Irf3IggrabAlnRep0	Stanford	Snyder	HeLa-S3	IRF3	IRF3	ENSG00000126456	None	std	1639	1587	52	3.17266626	615	0	0	300000		
296	0	wgEncodeSydhTfbsHepg2Irf3IggrabAlnRep0	Stanford	Snyder	HepG2	IRF3	IRF3	ENSG00000126456	None	std	755	684	71	9.40397351	0	0	0	300000		
297	1	wgEncodeHaibTfbsGm12878Irf4sc6059Pcr1xAlnRep0	HudsonAlpha	Myers	GM12878	IRF4	IRF4_(SC-6059)	ENSG00000137265	None	PCR1x	17807	17771	36	0.202167687	124967	73798	42972	300000		
298	1	wgEncodeSydhTfbsH1hescCjunIggrabAlnRep0	Stanford	Snyder	H1-hESC	JUN	c-Jun	ENSG00000177606	None	std	2206	2148	58	2.62919311	0	0	0	300000		
299	1	wgEncodeSydhTfbsHelas3CjunIggrabAlnRep0	Stanford	Snyder	HeLa-S3	JUN	c-Jun	ENSG00000177606	None	std	21959	21903	56	0.25502072	25521	9576	0	300000		
300	1	wgEncodeSydhTfbsHepg2CjunIggrabAlnRep0	Stanford	Snyder	HepG2	JUN	c-Jun	ENSG00000177606	None	std	12727	12672	55	0.432152118	2971	839	0	300000		
301	1	wgEncodeSydhTfbsHuvecCjunStdAlnRep0	Stanford	Snyder	HUVEC	JUN	c-Jun	ENSG00000177606	None	std	29571	29524	47	0.158939502	47244	34825	12363	300000		
302	1	wgEncodeSydhTfbsK562CjunIfna30StdAlnRep0	Stanford	Snyder	K562	JUN	c-Jun	ENSG00000177606	IFNa30	std	8835	8827	8	0.090548953	7250	3846	0	300000		
303	1	wgEncodeSydhTfbsK562CjunIfna6hStdAlnRep0	Yale	Snyder	K562	JUN	c-Jun	ENSG00000177606	IFNa6h	std	5259	5218	41	0.779615897	3980	2518	0	300000		
304	1	wgEncodeSydhTfbsK562CjunIfng30StdAlnRep0	Yale	Snyder	K562	JUN	c-Jun	ENSG00000177606	IFNg30	std	8595	8587	8	0.093077371	10731	7739	6217	300000		
305	1	wgEncodeSydhTfbsK562CjunIfng6hStdAlnRep0	Yale	Snyder	K562	JUN	c-Jun	ENSG00000177606	IFNg6h	std	6610	6596	14	0.211800303	5142	3049	0	300000		
306	1	wgEncodeSydhTfbsK562CjunStdAlnRep0	Yale	Snyder	K562	JUN	c-Jun	ENSG00000177606	None	std	9894	9848	46	0.464928239	50742	33341	24833	300000		
307	1	wgEncodeUchicagoTfbsK562EjunbControlAlnRep0	UChicago	White	K562	JUNB	eGFP-JunB	ENSG00000171223	None	std	12315	12287	28	0.227365002	29406	13783	7357	300000		
308	1	wgEncodeUchicagoTfbsK562EjundControlAlnRep0	UChicago	White	K562	JUND	eGFP-JunD	ENSG00000130522	None	std	26707	26674	33	0.123563111	84505	27147	8361	300000		
309	0	wgEncodeSydhTfbsGm12878JundStdAlnRep0	Yale	Snyder	GM12878	JUND	JunD	ENSG00000130522	None	std	2474	2472	2	0.080840744	2993	2102	0	199686		
310	1	wgEncodeHaibTfbsH1hescJundV0416102AlnRep0	HudsonAlpha	Myers	H1-hESC	JUND	JunD	ENSG00000130522	None	v041610.2	8501	8447	54	0.635219386	50896	26959	8913	300000		
311	1	wgEncodeSydhTfbsH1hescJundIggrabAlnRep0	Stanford	Snyder	H1-hESC	JUND	JunD	ENSG00000130522	None	std	9597	9550	47	0.489736376	23273	1352	0	235036		
312	1	wgEncodeSydhTfbsHelas3JundIggrabAlnRep0	Stanford	Snyder	HeLa-S3	JUND	JunD	ENSG00000130522	None	std	31684	31633	51	0.160964525	64632	32163	10588	300000		
313	1	wgEncodeHaibTfbsHepg2JundPcr1xAlnRep0	HudsonAlpha	Myers	HepG2	JUND	JunD	ENSG00000130522	None	PCR1x	21687	21614	73	0.336607184	93320	53092	0	300000		
314	1	wgEncodeSydhTfbsHepg2JundIggrabAlnRep0	Stanford	Snyder	HepG2	JUND	JunD	ENSG00000130522	None	std	32343	32275	68	0.210246421	28932	10055	5410	300000		
315	1	wgEncodeSydhTfbsK562JundIggrabAlnRep0	Stanford	Snyder	K562	JUND	JunD	ENSG00000130522	None	std	40134	40052	82	0.204315543	66916	52185	41575	250565		
316	-1	wgEncodeSydhTfbsGm12878Gcn5StdAlnRep0	Harvard	Snyder	GM12878	KAT2A	GCN5	ENSG00000108773	None	std	171	164	7	4.093567251	0	0	0	300000		
317	-1	wgEncodeSydhTfbsHelas3Gcn5StdAlnRep0	Stanford	Snyder	HeLa-S3	KAT2A	GCN5	ENSG00000108773	None	std	278	256	22	7.913669065	0	0	0	300000		
318	0	wgEncodeBroadHistoneH1hescJarid1aab26049StdAlnRep0	Broad	Bernstein	H1-hESC	KDM5A	JARID1A_(ab26049)	ENSG00000073614	None	std	1642	1625	17	1.035322777	1128	0	0	300000		
319	1	wgEncodeBroadHistoneK562Plu1StdAlnRep0	Broad	Bernstein	K562	KDM5B	PLU1	ENSG00000117139	None	std	15562	15520	42	0.269888189	24223	15674	6772	300000		
320	1	wgEncodeSydhTfbsHepg2Maffm8194IggrabAlnRep0	Stanford	Snyder	HepG2	MAFF	MafF_(M8194)	ENSG00000185022	None	std	37749	37637	112	0.296696601	42777	18931	10902	300000		
321	1	wgEncodeSydhTfbsK562MaffIggrabAlnRep0	Stanford	Snyder	K562	MAFF	MafF_(M8194)	ENSG00000185022	None	std	25169	25074	95	0.377448448	29223	22177	13885	300000		
322	1	wgEncodeSydhTfbsH1hescMafkIggrabAlnRep0	Stanford	Snyder	H1-hESC	MAFK	MafK_(ab50322)	ENSG00000198517	None	std	11494	11425	69	0.600313207	11698	2286	0	152162		
323	1	wgEncodeSydhTfbsHelas3MafkIggrabAlnRep0	Stanford	Snyder	HeLa-S3	MAFK	MafK_(ab50322)	ENSG00000198517	None	std	14248	14185	63	0.442167322	10222	1016	0	191916		
324	1	wgEncodeSydhTfbsHepg2Mafkab50322IggrabAlnRep0	Stanford	Snyder	HepG2	MAFK	MafK_(ab50322)	ENSG00000198517	None	std	62102	61944	158	0.254420147	58048	26895	13480	300000		
325	1	wgEncodeSydhTfbsImr90MafkIggrabAlnRep0	Stanford	Snyder	IMR90	MAFK	MafK_(ab50322)	ENSG00000198517	None	std	40886	40788	98	0.239690848	108077	69169	20318	300000		
326	1	wgEncodeSydhTfbsK562Mafkab50322IggrabAlnRep0	Stanford	Snyder	K562	MAFK	MafK_(ab50322)	ENSG00000198517	None	std	19386	19317	69	0.355926958	23086	15673	0	300000		
327	1	wgEncodeSydhTfbsHepg2Mafksc477IggrabAlnRep0	Stanford	Snyder	HepG2	MAFK	MafK_(SC-477)	ENSG00000198517	None	std	37723	37628	95	0.25183575	20425	6282	0	269760		
328	1	wgEncodeSydhTfbsA549MaxIggrabAlnRep0	Stanford	Snyder	A549	MAX	Max	ENSG00000125952	None	std	9935	9881	54	0.543532964	15218	10287	0	292097		
329	1	wgEncodeSydhTfbsGm12878MaxIggmusAlnRep0	Stanford	Snyder	GM12878	MAX	Max	ENSG00000125952	None	std	12554	12542	12	0.095587064	3514	797	0	300000		
330	1	wgEncodeSydhTfbsH1hescMaxUcdAlnRep0	USC	Snyder	H1-hESC	MAX	Max	ENSG00000125952	None	std	11184	11129	55	0.491773963	36268	24014	8476	300000		
331	1	wgEncodeSydhTfbsHelas3MaxIggrabAlnRep0	Stanford	Snyder	HeLa-S3	MAX	Max	ENSG00000125952	None	std	29708	29647	61	0.205331897	38771	15939	0	300000		
332	1	wgEncodeSydhTfbsHepg2MaxIggrabAlnRep0	Stanford	Snyder	HepG2	MAX	Max	ENSG00000125952	None	std	11943	11854	89	0.745206397	3096	814	0	142088		
333	1	wgEncodeSydhTfbsHuvecMaxStdAlnRep0	Stanford	Snyder	HUVEC	MAX	Max	ENSG00000125952	None	std	9169	9122	47	0.512596794	61902	38985	6286	300000		
334	1	wgEncodeHaibTfbsK562MaxV0416102AlnRep0	HudsonAlpha	Myers	K562	MAX	Max	ENSG00000125952	None	v041610.2	46254	46171	83	0.17944394	249067	152718	6520	300000		
335	1	wgEncodeSydhTfbsK562MaxIggrabAlnRep0	Stanford	Snyder	K562	MAX	Max	ENSG00000125952	None	std	31518	31436	82	0.260168792	65375	47113	35643	300000		
336	1	wgEncodeSydhTfbsNb4MaxStdAlnRep0	Stanford	Snyder	NB4	MAX	Max	ENSG00000125952	None	std	34669	34659	10	0.028844212	32146	22765	13784	300000		
337	1	wgEncodeSydhTfbsGm12878Mazab85725IggmusAlnRep0	Stanford	Snyder	GM12878	MAZ	MAZ_(ab85725)	ENSG00000103495	None	std	18970	18952	18	0.094886663	7882	1039	0	300000		
338	1	wgEncodeSydhTfbsHelas3Mazab85725IggrabAlnRep0	Stanford	Snyder	HeLa-S3	MAZ	MAZ_(ab85725)	ENSG00000103495	None	std	13467	13409	58	0.430682409	8553	0	0	300000		
339	1	wgEncodeSydhTfbsHepg2Mazab85725IggrabAlnRep0	Stanford	Snyder	HepG2	MAZ	MAZ_(ab85725)	ENSG00000103495	None	std	12162	12090	72	0.592007893	1037	0	0	70364		
340	1	wgEncodeSydhTfbsK562Mazab85725IggrabAlnRep0	Stanford	Snyder	K562	MAZ	MAZ_(ab85725)	ENSG00000103495	None	std	33406	33323	83	0.248458361	42913	33077	26971	188553		
341	0	wgEncodeHaibTfbsHepg2Mbd4sc271530V0422111AlnRep0	HudsonAlpha	Myers	HepG2	MBD4	MBD4_(SC-271530)	ENSG00000129071	None	v042211.1	5914	5912	2	0.033818059	19662	1817	0	300000		
342	1	wgEncodeHaibTfbsGm12878Mef2aPcr1xAlnRep0	HudsonAlpha	Myers	GM12878	MEF2A	MEF2A	ENSG00000068305	None	PCR1x	17641	17605	36	0.204070064	260725	120816	47353	300000		
343	1	wgEncodeHaibTfbsK562Mef2aV0416101AlnRep0	HudsonAlpha	Myers	K562	MEF2A	MEF2A	ENSG00000068305	None	v041610.1	5675	5631	44	0.775330396	37929	11329	0	300000		
344	1	wgEncodeHaibTfbsGm12878Mef2csc13268V0416101AlnRep0	HudsonAlpha	Myers	GM12878	MEF2C	MEF2C_(SC-13268)	ENSG00000081189	None	v041610.1	9263	9216	47	0.507395012	109031	45293	12942	300000		
345	-1	wgEncodeUchicagoTfbsK562Mll5Controlmll5AlnRep0	UChicago	White	K562	MLL5	eGFP-MLL5	ENSG00000005483	None	std	15	15	0	0	0	0	0	300000		
346	1	wgEncodeHaibTfbsGm12878Mta3sc81325V0422111AlnRep0	HudsonAlpha	Myers	GM12878	MTA3	MTA3_(SC-81325)	ENSG00000057935	None	v042211.1	12052	12032	20	0.165947561	82785	39232	10519	300000		
347	1	wgEncodeSydhTfbsGm12878Mxi1IggmusAlnRep0	Stanford	Snyder	GM12878	MXI1	Mxi1_(AF4185)	ENSG00000119950	None	std	17747	17735	12	0.067617062	7693	1378	0	300000		
348	1	wgEncodeSydhTfbsH1hescMxi1IggrabAlnRep0	Stanford	Snyder	H1-hESC	MXI1	Mxi1_(AF4185)	ENSG00000119950	None	std	6409	6351	58	0.904977376	7408	0	0	81266		
349	1	wgEncodeSydhTfbsHelas3Mxi1af4185IggrabAlnRep0	Stanford	Snyder	HeLa-S3	MXI1	Mxi1_(AF4185)	ENSG00000119950	None	std	12070	12009	61	0.505385253	6545	0	0	300000		
350	1	wgEncodeSydhTfbsHepg2Mxi1StdAlnRep0	Stanford	Snyder	HepG2	MXI1	Mxi1_(AF4185)	ENSG00000119950	None	std	20442	20371	71	0.347324137	6259	1440	0	131073		
351	1	wgEncodeSydhTfbsK562Mxi1af4185IggrabAlnRep0	Stanford	Snyder	K562	MXI1	Mxi1_(AF4185)	ENSG00000119950	None	std	6789	6711	78	1.148917366	5590	2735	0	300000		
352	1	wgEncodeHaibTfbsHepg2Mybl2sc81192V0422111AlnRep0	HudsonAlpha	Myers	HepG2	MYBL2	MYBL2_(SC-81192)	ENSG00000101057	None	v042211.1	17903	17898	5	0.02792828	60044	37353	13757	300000		
353	0	wgEncodeOpenChromChipGm12878CmycAlnRep0	UT-A	Crawford	GM12878	MYC	c-Myc	ENSG00000136997	None	std	3736	3690	46	1.231263383	5872	0	0	300000		
354	1	wgEncodeSydhTfbsH1hescCmycIggrabAlnRep0	Stanford	Snyder	H1-hESC	MYC	c-Myc	ENSG00000136997	None	std	4627	4551	76	1.642532959	279	0	0	66755		
355	0	wgEncodeOpenChromChipH1hescCmycAlnRep1	UT-A	Crawford	H1-hESC	MYC	c-Myc	ENSG00000136997	None	std	1336	1217	119	8.907185629	5208	555	0	300000		
356	1	wgEncodeOpenChromChipHelas3CmycAlnRep0	UT-A	Crawford	HeLa-S3	MYC	c-Myc	ENSG00000136997	None	std	2838	2835	3	0.105708245	4824	0	0	25162		
357	1	wgEncodeSydhTfbsHelas3CmycStdAlnRep0	Yale	Snyder	HeLa-S3	MYC	c-Myc	ENSG00000136997	None	std	10242	10226	16	0.156219488	31095	16323	0	300000		
358	0	wgEncodeOpenChromChipHepg2CmycAlnRep0	UT-A	Crawford	HepG2	MYC	c-Myc	ENSG00000136997	None	std	4427	4413	14	0.316241247	6170	3431	0	23034		
359	1	wgEncodeOpenChromChipHuvecCmycAlnRep1	UT-A	Crawford	HUVEC	MYC	c-Myc	ENSG00000136997	None	std	5184	5145	39	0.752314815	33701	0	0	300000		
360	1	wgEncodeSydhTfbsK562CmycIfng30StdAlnRep0	Stanford	Snyder	K562	MYC	c-Myc	ENSG00000136997	IFNg30	std	31104	31092	12	0.038580247	41246	28838	19956	300000		
361	1	wgEncodeSydhTfbsK562CmycIggrabAlnRep0	Stanford	Snyder	K562	MYC	c-Myc	ENSG00000136997	None	std	24232	24153	79	0.326015187	35324	25231	16733	205106		
362	1	wgEncodeOpenChromChipK562CmycAlnRep0	UT-A	Crawford	K562	MYC	c-Myc	ENSG00000136997	None	std	11804	11738	66	0.559132497	22864	1078	0	300000		
363	1	wgEncodeSydhTfbsK562CmycIfna30StdAlnRep0	Yale	Snyder	K562	MYC	c-Myc	ENSG00000136997	IFNa30	std	7769	7746	23	0.296048397	9596	5991	0	300000		
364	1	wgEncodeSydhTfbsK562CmycIfna6hStdAlnRep0	Yale	Snyder	K562	MYC	c-Myc	ENSG00000136997	IFNa6h	std	10589	10583	6	0.056662574	15524	9165	0	300000		
365	1	wgEncodeSydhTfbsK562CmycIfng6hStdAlnRep0	Yale	Snyder	K562	MYC	c-Myc	ENSG00000136997	IFNg6h	std	19312	19290	22	0.113918807	33068	23490	14524	300000		
366	0	wgEncodeSydhTfbsK562CmycStdAlnRep0	Yale	Snyder	K562	MYC	c-Myc	ENSG00000136997	None	std	5053	5023	30	0.593706709	58130	29835	14392	208077		
367	1	wgEncodeOpenChromChipMcf7CmycEstroAlnRep0	UT-A	Crawford	MCF-7	MYC	c-Myc	ENSG00000136997	estrogen	std	10089	10072	17	0.168500347	2465	0	0	300000		
368	1	wgEncodeOpenChromChipMcf7CmycSerumstvdAlnRep0	UT-A	Crawford	MCF-7	MYC	c-Myc	ENSG00000136997	serum_starved_media	std	6962	6930	32	0.459638035	75391	529	0	300000		
369	1	wgEncodeOpenChromChipMcf7CmycSerumstimAlnRep0	UT-A	Crawford	MCF-7	MYC	c-Myc	ENSG00000136997	serum_stimulated_media	std	20984	20956	28	0.133434998	68440	20578	8153	300000		
370	1	wgEncodeOpenChromChipMcf7CmycVehAlnRep0	UT-A	Crawford	MCF-7	MYC	c-Myc	ENSG00000136997	vehicle	std	27723	27697	26	0.093784944	49050	25252	10336	300000		
371	1	wgEncodeSydhTfbsMcf10aesCmycTam14hHvdAlnRep0	Harvard	Snyder	MCF10A-Er-Src	MYC	c-Myc	ENSG00000136997	4OHTAM_1uM_4hr	std	25751	25703	48	0.186400528	80276	57186	34926	300000		
372	1	wgEncodeSydhTfbsMcf10aesCmycEtoh01HvdAlnRep0	Harvard	Snyder	MCF10A-Er-Src	MYC	c-Myc	ENSG00000136997	EtOH_0.01pct	std	35226	35153	73	0.207233294	118930	87124	68504	300000		
373	1	wgEncodeSydhTfbsNb4CmycStdAlnRep0	Stanford	Snyder	NB4	MYC	c-Myc	ENSG00000136997	None	std	26263	26252	11	0.041884019	17387	10510	0	300000		
374	1	wgEncodeHaibTfbsH1hescNanogsc33759V0416102AlnRep0	HudsonAlpha	Myers	H1-hESC	NANOG	NANOG_(SC-33759)	ENSG00000111704	None	v041610.2	5531	5473	58	1.048634967	103315	48790	14712	300000		
375	-1	wgEncodeUchicagoTfbsK562Ncor1Controlncor1AlnRep0	UChicago	White	K562	NCOR1	eGFP-NCOR1	ENSG00000141027	None	std	0	0	0	#DIV/0!	0	0	0	300000		
376	1	wgEncodeHaibTfbsGm12878Nfatc1sc17834V0422111AlnRep0	HudsonAlpha	Myers	GM12878	NFATC1	NFATC1_(SC-17834)	ENSG00000131196	None	v042211.1	10830	10812	18	0.166204986	83681	40897	8150	300000		
377	1	wgEncodeSydhTfbsK562Nfe2StdAlnRep0	Yale	Snyder	K562	NFE2	NF-E2	ENSG00000123405	None	std	2673	2637	36	1.346801347	7136	5233	0	228254		
378	0	wgEncodeSydhTfbsGm12878Nfe2sc22827StdAlnRep0	Stanford	Snyder	GM12878	NFE2	NF-E2_(SC-22827)	ENSG00000123405	None	std	782	772	10	1.278772379	196	0	0	300000		
379	1	wgEncodeHaibTfbsGm12878Nficsc81335V0422111AlnRep0	HudsonAlpha	Myers	GM12878	NFIC	NFIC_(SC-81335)	ENSG00000141905	None	v042211.1	29091	29060	31	0.106562167	126904	90537	55791	300000		
380	1	wgEncodeHaibTfbsHepg2Nficsc81335V0422111AlnRep0	HudsonAlpha	Myers	HepG2	NFIC	NFIC_(SC-81335)	ENSG00000141905	None	v042211.1	16099	16091	8	0.049692527	44856	25328	0	300000		
381	1	wgEncodeSydhTfbsGm10847NfkbTnfaIggrabAlnRep0	Stanford	Snyder	GM10847	NFKB1	NFKB	ENSG00000109320	TNFa	std	9281	9262	19	0.204719319	9693	4462	0	300000		
382	1	wgEncodeSydhTfbsGm12878NfkbTnfaIggrabAlnRep0	Stanford	Snyder	GM12878	NFKB1	NFKB	ENSG00000109320	TNFa	std	17104	17036	68	0.39756782	32139	20295	0	300000		
383	1	wgEncodeSydhTfbsGm12891NfkbTnfaIggrabAlnRep0	Stanford	Snyder	GM12891	NFKB1	NFKB	ENSG00000109320	TNFa	std	28687	28683	4	0.013943598	49068	800	0	209963		
384	1	wgEncodeSydhTfbsGm12892NfkbTnfaIggrabAlnRep0	Stanford	Snyder	GM12892	NFKB1	NFKB	ENSG00000109320	TNFa	std	8158	8152	6	0.073547438	21310	7359	0	134362		
385	1	wgEncodeSydhTfbsGm15510NfkbTnfaIggrabAlnRep0	Stanford	Snyder	GM15510	NFKB1	NFKB	ENSG00000109320	TNFa	std	12830	12803	27	0.210444271	7357	647	0	300000		
386	1	wgEncodeSydhTfbsGm18505NfkbTnfaIggrabAlnRep0	Stanford	Snyder	GM18505	NFKB1	NFKB	ENSG00000109320	TNFa	std	8815	8805	10	0.113442995	11307	6160	0	300000		
